"alpha_base","gamma_active","gamma_car1","gamma_car2","gamma_car3plus","gamma_pubtransp","gamma_ridehail","delta_active","delta_car1","delta_car2","delta_car3plus","delta_pubtransp","delta_ridehail","logLike"
-3.74521222199991,1.53609166938456,13984.3705266577,10161.8599076099,11282.3173965136,39.344012938419,29.9165390315568,1.74020355223768,1.94153169054571,0.900392723240639,-0.420686204405032,-0.115132864871263,-1.31129324725519,-103975.424856235
-3.25514998839153,1.49745326597361,13984.3881924888,10161.8903832974,11282.3261447294,38.961536417901,27.637257704409,1.73807665495398,1.93979884279436,0.903421572910782,-0.410851070912984,-0.111292897187192,-1.32425491237111,-103974.324414044
-3.44277186407764,1.49406739602495,13984.3937805909,10161.8999955426,11282.3288776486,38.7496574821129,27.2588688894001,1.73825454560171,1.93993279917644,0.902973220087484,-0.412475443488758,-0.112026808576159,-1.32179066743613,-103974.311407993
-3.27124602895,1.49176104261078,13984.4006330548,10161.9118072921,11282.3322175628,38.711691915003,26.803115870864,1.73872649360328,1.94034197056428,0.901992531904698,-0.414474178803706,-0.112124767504808,-1.31959901470879,-103973.938119093
-3.09842008159259,1.48721486330362,13984.4142596777,10161.9353277119,11282.3388599672,38.4209726994763,26.4094726718761,1.73871409277804,1.94030361807739,0.901710169079961,-0.41511493091498,-0.112420564598074,-1.31837782918073,-103973.654562738
-3.05532141217719,1.48747500835368,13984.4361476351,10161.9731159074,11282.3494771803,37.88882210367,26.4739195748529,1.73892233529815,1.94042628822061,0.901147164398246,-0.417813442837828,-0.114223543894649,-1.31363509087849,-103973.095828604
-2.88845581988222,1.47255640924546,13984.5220194097,10162.1213537324,11282.3911968872,36.117755958371,26.6577351779323,1.73952991557983,1.94077195707388,0.900189669000782,-0.42462445044513,-0.119299678215279,-1.30171243317544,-103971.609834704
-2.68090141424946,1.44342285199184,13984.5951316819,10162.2475294023,11282.4267576778,35.0777733472406,26.7069310272953,1.73988454613926,1.94097817816598,0.900024492104207,-0.427457964318585,-0.121686370051646,-1.2969189047117,-103970.554131622
-2.55715396865883,1.39466527767332,13984.6954261587,10162.4205557045,11282.4755942694,34.1807833411372,27.2751226478193,1.74040037179432,1.94133956579225,0.899875444329464,-0.430646313387273,-0.124443155282869,-1.29175710538515,-103969.619611903
-2.43237626187501,1.37908960331173,13984.7170782502,10162.4578924348,11282.4861552088,34.0287242968297,27.066553545554,1.74033718190401,1.94131168888062,0.900014278395892,-0.430040162867071,-0.124062165855667,-1.29282278661184,-103969.261190239
-2.31782927051736,1.36234307583025,13984.7260660824,10162.4733541801,11282.4906507432,34.1499414508366,26.4916419006897,1.7398453778544,1.94109635709604,0.90035356287317,-0.426945781423353,-0.121632953302105,-1.29797836798601,-103969.091150699
-2.37507238889174,1.36925712597008,13984.7110715027,10162.4475093566,11282.4833857851,34.381271016635,26.4919581929281,1.7396820011212,1.94099841984112,0.900503156448982,-0.42585637940988,-0.120850548147152,-1.29974857023821,-103969.064538131
-2.36002787900643,1.36710114943482,13984.7194223152,10162.4619323378,11282.4874810058,34.2867524203587,26.4821675587023,1.73971020802428,1.94100503033867,0.900475975393685,-0.426020340111815,-0.120968724820331,-1.2994760786682,-103969.060986641
-2.35635942166417,1.36644484000919,13984.7245683303,10162.4708402235,11282.4900397234,34.2655940822263,26.4623071072332,1.73970007846845,1.94100296133094,0.900476093628671,-0.426002895430434,-0.120947002529285,-1.29952118232584,-103969.060767794
